    ,Ngày đăng bài,Tên,Giá,Năm SX,Nhiên liệu,Kiểu dáng,Tình trạng,Km đã đi,Hộp số,Xuất xứ,Tỉnh thành
1700,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1701,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1702,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1703,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1704,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1705,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1706,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1707,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1708,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1709,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1710,12/09/2025,Mazda 2 Sport 1.5L Premium 2016,295 triệu,2016,Máy xăng,Hatchback,Xe cũ,130 km,Số tự động,Trong nước,Đông Sơn - Thanh Hóa
1711,12/09/2025,VinFast VF8 Eco 2024,865 triệu,2024,Điện,SUV,Xe cũ,30 km,Số tự động,Trong nước,Đà Lạt - Lâm Đồng
1712,12/09/2025,Lexus ES 250 2022,2 tỉ 180 triệu,2022,Máy xăng,Sedan,Xe cũ,44.000 km,Số tự động,Nhập khẩu,Ba Đình - Hà Nội
1713,12/09/2025,Kia K3 1.6AT 2022,500 triệu,2022,Máy xăng,Sedan,Xe cũ,110.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1714,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1715,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1716,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1717,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1718,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1719,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1720,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1721,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1722,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1723,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1724,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1725,12/09/2025,Mazda 2 Sport 1.5L Premium 2016,295 triệu,2016,Máy xăng,Hatchback,Xe cũ,130 km,Số tự động,Trong nước,Đông Sơn - Thanh Hóa
1726,12/09/2025,VinFast VF8 Eco 2024,865 triệu,2024,Điện,SUV,Xe cũ,30 km,Số tự động,Trong nước,Đà Lạt - Lâm Đồng
1727,12/09/2025,Lexus ES 250 2022,2 tỉ 180 triệu,2022,Máy xăng,Sedan,Xe cũ,44.000 km,Số tự động,Nhập khẩu,Ba Đình - Hà Nội
1728,12/09/2025,Kia K3 1.6AT 2022,500 triệu,2022,Máy xăng,Sedan,Xe cũ,110.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1729,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1730,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1731,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1732,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1733,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1734,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1735,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1736,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1737,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1738,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1739,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1740,12/09/2025,Mazda 2 Sport 1.5L Premium 2016,295 triệu,2016,Máy xăng,Hatchback,Xe cũ,130 km,Số tự động,Trong nước,Đông Sơn - Thanh Hóa
1741,12/09/2025,VinFast VF8 Eco 2024,865 triệu,2024,Điện,SUV,Xe cũ,30 km,Số tự động,Trong nước,Đà Lạt - Lâm Đồng
1742,12/09/2025,Lexus ES 250 2022,2 tỉ 180 triệu,2022,Máy xăng,Sedan,Xe cũ,44.000 km,Số tự động,Nhập khẩu,Ba Đình - Hà Nội
1743,12/09/2025,Kia K3 1.6AT 2022,500 triệu,2022,Máy xăng,Sedan,Xe cũ,110.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1744,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1745,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1746,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1747,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1748,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1749,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1750,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1751,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1752,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1753,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1754,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1755,12/09/2025,Mazda 2 Sport 1.5L Premium 2016,295 triệu,2016,Máy xăng,Hatchback,Xe cũ,130 km,Số tự động,Trong nước,Đông Sơn - Thanh Hóa
1756,12/09/2025,VinFast VF8 Eco 2024,865 triệu,2024,Điện,SUV,Xe cũ,30 km,Số tự động,Trong nước,Đà Lạt - Lâm Đồng
1757,12/09/2025,Lexus ES 250 2022,2 tỉ 180 triệu,2022,Máy xăng,Sedan,Xe cũ,44.000 km,Số tự động,Nhập khẩu,Ba Đình - Hà Nội
1758,12/09/2025,Kia K3 1.6AT 2022,500 triệu,2022,Máy xăng,Sedan,Xe cũ,110.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội
1759,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1760,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1761,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1762,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1763,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1764,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1765,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1766,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1767,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1768,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1769,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1770,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1771,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1772,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1773,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1774,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1775,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1776,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1777,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1778,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1779,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1780,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1781,10/09/2025,Toyota Fortuner 2.7 V 4X2 AT 2016,515 triệu,2016,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM
1782,10/09/2025,Toyota Camry 2.0E 2014,439 triệu,2014,Máy xăng,Sedan,Xe cũ,135.000 km,Số tự động,Nhập khẩu,Quận 9 - Tp.HCM
1783,10/09/2025,VinFast VF 3 2024,240 triệu,2024,Điện,Crossover,Xe cũ,6.611 km,Số tự động,Trong nước,Gia Lâm - Hà Nội
1784,10/09/2025,Kia Cerato 2.0 AT Premium 2020,485 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1785,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1786,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1787,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1788,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1789,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1790,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1791,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1792,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1793,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1794,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1795,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1796,10/09/2025,Toyota Fortuner 2.7 V 4X2 AT 2016,515 triệu,2016,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM
1797,10/09/2025,Toyota Camry 2.0E 2014,439 triệu,2014,Máy xăng,Sedan,Xe cũ,135.000 km,Số tự động,Nhập khẩu,Quận 9 - Tp.HCM
1798,10/09/2025,VinFast VF 3 2024,240 triệu,2024,Điện,Crossover,Xe cũ,6.611 km,Số tự động,Trong nước,Gia Lâm - Hà Nội
1799,10/09/2025,Kia Cerato 2.0 AT Premium 2020,485 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1800,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1801,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1802,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1803,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1804,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1805,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1806,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1807,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1808,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1809,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1810,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1811,10/09/2025,Toyota Fortuner 2.7 V 4X2 AT 2016,515 triệu,2016,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM
1812,10/09/2025,Toyota Camry 2.0E 2014,439 triệu,2014,Máy xăng,Sedan,Xe cũ,135.000 km,Số tự động,Nhập khẩu,Quận 9 - Tp.HCM
1813,10/09/2025,VinFast VF 3 2024,240 triệu,2024,Điện,Crossover,Xe cũ,6.611 km,Số tự động,Trong nước,Gia Lâm - Hà Nội
1814,10/09/2025,Kia Cerato 2.0 AT Premium 2020,485 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1815,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1816,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1817,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1818,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1819,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1820,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1821,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1822,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1823,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1824,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1825,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1826,10/09/2025,Toyota Fortuner 2.7 V 4X2 AT 2016,515 triệu,2016,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM
1827,10/09/2025,Toyota Camry 2.0E 2014,439 triệu,2014,Máy xăng,Sedan,Xe cũ,135.000 km,Số tự động,Nhập khẩu,Quận 9 - Tp.HCM
1828,10/09/2025,VinFast VF 3 2024,240 triệu,2024,Điện,Crossover,Xe cũ,6.611 km,Số tự động,Trong nước,Gia Lâm - Hà Nội
1829,10/09/2025,Kia Cerato 2.0 AT Premium 2020,485 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1830,12/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2021,400 triệu,2021,Máy xăng,Sedan,Xe cũ,57.000 km,Số tự động,Trong nước,Hà Nội
1831,12/09/2025,Toyota Corolla Cross 1.8 V 2021,688 triệu,2021,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1832,12/09/2025,Ford Everest Trend 2.0 AT 4x2 2019,750 triệu,2019,Máy xăng,SUV,Xe cũ,79.000 km,Số tự động,Trong nước,Thuận An - Bình Dương
1833,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
1834,11/09/2025,Ford Everest Platinum 2.0L 4x4 AT 2020,900 triệu,2020,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Nhập khẩu,Bảo Lộc - Lâm Đồng
1835,11/09/2025,Kia Morning Si 1.25 MT 2018,225 triệu,2018,Máy xăng,Hatchback,Xe cũ,80.000 km,Số sàn,Trong nước,Bảo Lộc - Lâm Đồng
1836,11/09/2025,Kia Sedona 3.3 Platinum G 2019,698 triệu,2019,Máy xăng,MPV,Xe cũ,60.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM
1837,11/09/2025,Subaru Outback 2.5i-T EyeSight 2022,1 tỉ 350 triệu,2022,Máy xăng,Crossover,Xe cũ,16.000 km,Số tự động,Nhập khẩu,Hà Nội
1838,11/09/2025,Kia Sedona 3.3 GATH 2015,485 triệu,2015,Máy xăng,MPV,Xe cũ,N/A,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1839,11/09/2025,Chevrolet Spark LTZ 2013,175 triệu,2013,Máy xăng,Hatchback,Xe cũ,80.000 km,Số tự động,Trong nước,Hoàng Mai - Hà Nội
1840,11/09/2025,Toyota Vios 1.5E MT 2018,295 triệu,2018,Máy xăng,Sedan,Xe cũ,115.000 km,Số sàn,Trong nước,Bình Chánh - Tp.HCM
1841,10/09/2025,Toyota Fortuner 2.7 V 4X2 AT 2016,515 triệu,2016,Máy xăng,SUV,Xe cũ,115.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM
1842,10/09/2025,Toyota Camry 2.0E 2014,439 triệu,2014,Máy xăng,Sedan,Xe cũ,135.000 km,Số tự động,Nhập khẩu,Quận 9 - Tp.HCM
1843,10/09/2025,VinFast VF 3 2024,240 triệu,2024,Điện,Crossover,Xe cũ,6.611 km,Số tự động,Trong nước,Gia Lâm - Hà Nội
1844,10/09/2025,Kia Cerato 2.0 AT Premium 2020,485 triệu,2020,Máy xăng,Sedan,Xe cũ,39.000 km,Số tự động,Trong nước,Nam Từ Liêm - Hà Nội
1845,12/09/2025,Nissan Almera CVT Cao cấp 2022,440 triệu,2022,Máy xăng,Sedan,Xe cũ,53.000 km,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội
